I,II,III,IV,V,Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),"Temperature, K","Viscosity, cP",Reference (DOI),Component#1_SMILES,Component#2_SMILES
0,0,1,0,0,diethylammonium chloride,4-methylphenol,0.25,0.75,298.15,32.4,10.1016/j.arabjc.2021.103512,CC[NH2+]CC.[Cl-],CC1=CC=C(C=C1)O
0,0,1,0,0,choline chloride,m-cresol,0.2,0.8,308.15,32.45,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC(=CC=C1)O
0,0,1,0,1,choline chloride,glycerol,0.333,0.333,303.15,32.47,10.1039/C6NJ03140D,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
0,0,1,0,0,tetraethylammonium chloride,octanoic acid,0.3,0.7,313.15,32.47,http://pubs.acs.org/journal/acscii,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCC(=O)O
0,0,1,0,0,triethylmethylammonium chloride,acetic acid,0.333,0.667,323.15,32.47,10.1039/C6NJ03140D,CC[N+](C)(CC)CC.[Cl-],CC(=O)O
0,0,0,1,1,cerium nitrate,urea,0.167,0.778,333.15,32.5,10.1016/j.molliq.2022.119396,[Ce+3].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,C(=O)(N)N
0,0,1,0,0,choline chloride,"1,4-butanediol",0.167,0.833,318.15,32.5,10.1021/acs.jced.0c00715,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
0,0,1,0,0,choline chloride,"1,4-butanediol",0.17,0.83,318.15,32.5,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
0,0,1,0,0,choline chloride,o-cresol,0.333,0.667,333.15,32.57,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC=CC=C1O
0,0,1,0,0,benzyltripropylammonium chloride,phenol,0.25,0.75,333.15,32.6,http://pubs.acs.org/journal/acscii,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
0,0,0,0,1,ethylamine hydrochloride,acetamide,0.25,0.75,313.2,32.6,10.1016/j.jct.2019.105883,CCN.Cl,CC(=O)N
0,0,0,1,0,alcl3,propionamide,0.5,0.5,313,32.65,10.1016/j.molliq.2017.09.091,[Al](Cl)(Cl)Cl,CCC(=O)N
0,0,1,0,0,tetrapropylammonium chloride,acetic acid,0.143,0.857,298.15,32.66,10.1039/C6NJ03140D,CCC[N+](CCC)(CCC)CCC.[Cl-],CC(=O)O
0,0,1,0,0,tetrapropylammonium chloride,acetic acid,0.24,0.76,298.15,32.66,http://pubs.acs.org/journal/acscii,CCC[N+](CCC)(CCC)CCC.[Cl-],CC(=O)O
0,0,1,0,0,triethylmethylammonium chloride,levulinic acid,0.333,0.667,328.15,32.66,10.1039/C6NJ03140D,CC[N+](C)(CC)CC.[Cl-],CC(=O)CCC(=O)O
0,0,0,0,1,thymol,"2-methyl-2,4-pentanediol",0.667,0.333,298.15,32.69,10.1016/j.cej.2020.125173,CC1=CC(=C(C=C1)C(C)C)O,CC(CC(C)(C)O)O
0,0,1,0,0,triethylmethylammonium chloride,ethylene glycol,0.333,0.667,293.15,32.69,10.1039/C6NJ03140D,CC[N+](C)(CC)CC.[Cl-],C(CO)O
0,0,1,0,1,benzyl(2-hydroxyethyl)dimethylammonium chloride,glycerol,0.243,0.73,293.15,32.76,10.1039/C6NJ03140D,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
0,0,0,0,1,l-menthol,thymol,0.79,0.21,303.15,32.76,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O
0,0,1,0,0,tetraethylammonium p-toluenesulfonate,ethylene glycol,0.2,0.8,303.15,32.8,http://pubs.acs.org/journal/acscii,CC[N+](CC)(CC)CC.CC1=CC=C(C=C1)S(=O)(=O)[O-],C(CO)O
0,0,1,0,0,tetrapropylammonium bromide,ethylene glycol,0.17,0.83,293.15,32.8,http://pubs.acs.org/journal/acscii,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O
0,0,1,0,0,triethylmethylammonium chloride,glycerol,0.333,0.667,303.15,32.89,10.1039/C6NJ03140D,CC[N+](C)(CC)CC.[Cl-],C(C(CO)O)O
0,0,1,0,1,choline chloride,glycerol,0.134,0.268,293.15,32.9,10.1016/j.fluid.2014.01.028,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
0,0,0,0,1,fenchyl alcohol,thymol,0.5,0.5,298.15,32.9,10.1016/j.foodchem.2021.131930,CC1(C2CCC(C2)(C1O)C)C,CC1=CC(=C(C=C1)C(C)C)O
0,0,1,0,0,tetrapropylammonium chloride,acetic acid,0.143,0.857,293.15,32.97,10.1039/C6NJ03140D,CCC[N+](CCC)(CCC)CCC.[Cl-],CC(=O)O
0,0,1,0,0,choline chloride,"1,4-butanediol",0.1,0.9,309.15,33,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
0,0,1,0,0,choline chloride,ethylene glycol,0.333,0.667,308,33,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],C(CO)O
0,0,0,0,1,l-menthol,carvacrol,0.8,0.2,303.15,33,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,CC1=C(C=C(C=C1)C(C)C)O
0,0,1,0,0,tetrapropylammonium bromide,glycerol,0.333,0.667,352.75,33,http://pubs.acs.org/journal/acscii,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O
0,0,1,0,0,choline chloride,"1,4-butanediol",0.248,0.752,323.15,33.04,10.1021/acs.jced.0c00715,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
0,0,0,0,1,l-menthol,capric acid,0.6,0.4,288.15,33.05,10.1021/acssuschemeng.8b01203,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O
0,0,0,0,1,l-menthol,decanoic acid,0.6,0.4,288.15,33.05,http://pubs.acs.org/journal/acscii,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O
0,0,0,0,1,dl-menthol,l-lactic acid,0.667,0.333,293.15,33.06,10.1021/acssuschemeng.5b00532,CC1CCC(C(C1)O)C(C)C,CC(C(=O)O)O
0,0,0,0,1,dl-menthol,dodecanoic acid,0.667,0.333,293.15,33.06,http://pubs.acs.org/journal/acscii,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCCCC(=O)O
0,0,0,0,1,lauric acid,l-menthol,0.5,0.5,293.15,33.06,10.1021/acssuschemeng.5b00532,CCCCCCCCCCCC(=O)O,CC1CCC(C(C1)O)C(C)C
0,0,0,0,1,l-menthol,cyclohexane carboxylic acid,0.47,0.53,298.15,33.08,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,C1CCC(CC1)C(=O)O
0,0,0,0,1,l-menthol,thymol,0.67,0.33,298.15,33.08,http://pubs.acs.org/journal/acscii,CC1CCC(C(C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O
0,0,1,0,0,choline chloride,ethylene glycol,0.333,0.668,308.15,33.15,10.1021/acs.jced.0c00715,C[N+](C)(C)CCO.[Cl-],C(CO)O
0,0,1,0,0,choline chloride,"1,3-propanediol",0.25,0.75,308.15,33.17,10.1021/acs.jced.0c00386,C[N+](C)(C)CCO.[Cl-],C(CO)CO
0,0,0,0,1,l-menthol,phenylpropionic acid,0.49,0.51,293.15,33.18,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,C1=CC=C(C=C1)CCC(=O)O
0,0,0,0,1,dl-menthol,ibuprofen,0.75,0.25,318.15,33.2,http://pubs.acs.org/journal/acscii,CC1CCC(C(C1)O)C(C)C,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
0,0,1,0,0,tetrabutylammonium bromide,"1,2-propanediol",0.2,0.8,308.15,33.2,http://pubs.acs.org/journal/acscii,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(CO)O
0,0,1,0,0,tetrabutylammonium chloride,phenylacetic acid,0.333,0.667,338.15,33.2,http://pubs.acs.org/journal/acscii,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O
0,0,1,0,1,choline chloride,urea,0.267,0.533,323.15,33.21,10.1021/je5001796,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
0,0,1,0,0,tetrabutylammonium bromide,ethanolamine,0.125,0.875,308.15,33.28,10.1039/C6NJ03140D,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
0,0,1,0,0,choline chloride,"1,2-propanediol",0.143,0.857,308.15,33.33,10.1021/acs.jced.0c00715,C[N+](C)(C)CCO.[Cl-],CC(CO)O
0,0,1,0,0,choline chloride,"1,2-propanediol",0.14,0.86,298.15,33.33,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],CC(CO)O
0,0,1,0,0,choline chloride,ethylene glycol,0.333,0.667,313.2,33.4,10.1021/acs.jced.6b00680,C[N+](C)(C)CCO.[Cl-],C(CO)O
0,0,1,0,0,choline chloride,m-cresol,0.1,0.9,293.15,33.4,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC(=CC=C1)O
0,0,1,0,1,choline chloride,urea,0.328,0.656,353.15,33.43,10.1016/j.molliq.2016.02.062,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
0,0,1,0,0,choline chloride,o-cresol,0.2,0.8,308.15,33.44,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC=CC=C1O
0,0,1,0,0,benzyltripropylammonium chloride,ethylene glycol,0.25,0.75,333.15,33.5,http://pubs.acs.org/journal/acscii,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O
0,0,0,0,1,l-menthol,carvacrol,0.38,0.62,298.15,33.54,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,CC1=C(C=C(C=C1)C(C)C)O
0,0,1,0,0,tetrabutylammonium chloride,propionic acid,0.333,0.667,333.15,33.6,http://pubs.acs.org/journal/acscii,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O
0,0,1,0,0,triethylmethylammonium chloride,dl-lactic acid,0.333,0.667,303.15,33.62,10.1039/C6NJ03140D,CC[N+](C)(CC)CC.[Cl-],CC(C(=O)O)O
0,0,1,0,0,allyl triphenyl phosphonium bromide,diethylene glycol,0.059,0.941,303.15,33.68,10.1016/j.molliq.2017.06.024,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
0,0,1,0,0,allyltriphenylphosphonium bromide,diethylene glycol,0.059,0.941,303.15,33.68,10.1016/j.molliq.2017.06.024,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
0,0,0,0,1,l-carnitine,ethanediol,0.2,0.8,333.2,33.7,10.1016/j.jct.2022.106999,C[N+](C)(C)CC(CC(=O)[O-])O,C(CO)O
0,0,1,0,0,choline chloride,m-cresol,0.373,0.627,333.15,33.75,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC(=CC=C1)O
0,0,0,0,1,l-menthol,3-cyclohexylpropanoic acid,0.5,0.5,298.15,33.78,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,C1CCC(CC1)CCC(=O)O
0,0,1,0,0,choline chloride,triethylene glycol,0.25,0.75,318.15,33.8,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
0,0,1,0,0,tetrabutylammonium bromide,levulinic acid,0.25,0.75,333.15,33.85,10.1016/j.molliq.2016.07.039,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)CCC(=O)O
0,0,1,0,0,choline chloride,"1,3-propanediol",0.2,0.8,308.15,33.88,10.1021/acs.jced.0c00715,C[N+](C)(C)CCO.[Cl-],C(CO)CO
0,0,0,0,1,l-menthol,phenol,0.7,0.3,298.15,33.9,10.1016/j.molliq.2023.121258,CC1CCC(C(C1)O)C(C)C,C1=CC=C(C=C1)O
0,0,1,0,0,guanidine hydrochloride,ethanolamine,0.333,0.667,328.15,33.92,10.1039/C6NJ03140D,C(=N)(N)N.Cl,C(CO)N
0,0,1,0,0,allyl triphenyl phosphonium bromide,triethylene glycol,0.091,0.909,313.15,33.94,10.1016/j.molliq.2017.06.024,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
0,0,1,0,0,allyltriphenylphosphonium bromide,triethylene glycol,0.091,0.909,313.15,33.94,10.1016/j.molliq.2017.06.024,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
0,0,1,0,0,allyltriphenylphosphonium bromide,triethylene glycol,0.09,0.91,313.15,33.94,http://pubs.acs.org/journal/acscii,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
0,0,1,0,0,choline chloride,"1,4-butanediol",0.25,0.75,318.15,33.94,10.1021/acs.jced.0c00386,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
0,0,1,0,1,methyltriphenyl phosphonium bromide,levulinic acid,0.248,0.744,298.15,33.95,10.1039/C6NJ03140D,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O
0,0,0,0,1,l-menthol,thymol,0.51,0.49,298.15,33.97,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O
0,0,0,0,1,l-menthol,myristic acid,0.8,0.2,298.15,33.99,10.1021/acssuschemeng.8b01203,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCCCCCC(=O)O
0,0,0,0,1,l-menthol,tetradecanoic acid,0.8,0.2,298.15,33.99,http://pubs.acs.org/journal/acscii,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCCCCCC(=O)O
0,0,1,0,0,choline chloride,dl-lactic acid,0.5,0.5,343,34,10.1016/j.fluid.2019.01.025,C[N+](C)(C)CCO.[Cl-],CC(C(=O)O)O
0,0,1,0,0,choline chloride,"1,4-butanediol",0.15,0.85,309.15,34,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
0,0,1,0,0,choline chloride,"1,2-butanediol",0.05,0.95,301.15,34,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
0,0,0,0,1,lactic acid,d-glucose,0.833,0.167,323,34,10.1016/j.fluid.2019.01.025,CC(C(=O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O
0,0,0,0,1,"n,n,n',n'-tetramethyl-1,3-propanediamine",phenol,0.08,0.875,308.2,34,10.1021/acssuschemeng.1c01674,CN(C)CCCN(C)C,C1=CC=C(C=C1)O
0,0,1,0,0,choline chloride,levulinic acid,0.125,0.875,338.15,34.1,10.1021/acs.jced.6b00563,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
0,0,1,0,0,choline chloride,phenol,0.333,0.667,318.15,34.3,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
0,0,1,0,1,choline chloride,"1,2,4-triazole",0.125,0.292,293.2,34.3,10.1021/acssuschemeng.9b02845,C[N+](C)(C)CCO.[Cl-],c1nc[nH]n1
0,0,0,0,1,l-menthol,phenylpropionic acid,0.59,0.41,293.15,34.33,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,C1=CC=C(C=C1)CCC(=O)O
0,0,1,0,0,choline chloride,phenol,0.333,0.667,318.2,34.34,10.1021/je300997v,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
0,0,1,0,0,allyl triphenyl phosphonium bromide,triethylene glycol,0.2,0.8,328.15,34.35,10.1016/j.molliq.2017.06.024,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
0,0,1,0,0,allyltriphenylphosphonium bromide,triethylene glycol,0.2,0.8,328.15,34.35,10.1016/j.molliq.2017.06.024,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
0,0,1,0,0,choline chloride,o-cresol,0.143,0.857,298.15,34.43,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC=CC=C1O
0,0,1,0,1,choline chloride,urea,0.2,0.4,293.15,34.5,10.1021/je5001796,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
0,0,1,0,0,choline chloride,"1,4-butanediol",0.2,0.8,318.15,34.51,10.1021/acs.jced.0c00715,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
0,0,1,0,1,choline chloride,phenol,0.225,0.675,303.15,34.53,10.1016/j.fluid.2021.113290,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
0,0,1,0,0,methyltriphenylphosphonium bromide,monoethanolamine,0.111,0.889,303.15,34.59,10.1016/j.ijggc.2016.02.006,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
0,0,1,0,0,choline chloride,"1,2-propanediol",0.167,0.833,308.15,34.61,10.1021/acs.jced.0c00715,C[N+](C)(C)CCO.[Cl-],CC(CO)O
0,0,1,0,0,choline chloride,"1,2-propanediol",0.17,0.83,298.15,34.61,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],CC(CO)O
0,0,1,0,0,bis(2-hydroxyethyl)dimethylammonium chloride,ethylene glycol,0.333,0.667,318.15,34.64,10.1016/j.molliq.2023.121216,C[N+](C)(CCO)CCO.[Cl-],C(CO)O
0,0,0,0,1,l-menthol,cyclohexylacetic acid,0.6,0.4,298.15,34.68,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,C1CCC(CC1)CC(=O)O
0,0,1,0,0,1-ethyl-3-methylimidazolium chloride,"1,2,4-triazole",0.5,0.5,313.2,34.7,10.1021/acssuschemeng.0c04215,CCN1C=C[N+](=C1)C.[Cl-],C1=NC=NN1
0,0,1,0,0,choline chloride,"1,3-propanediol",0.143,0.857,303.15,34.73,10.1021/acs.jced.0c00715,C[N+](C)(C)CCO.[Cl-],C(CO)CO
0,0,1,0,0,choline chloride,"1,3-propanediol",0.14,0.86,303.15,34.73,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],C(CO)CO
0,0,1,0,0,tetraheptylammonium chloride,oleic acid,0.333,0.667,343.15,34.73,http://pubs.acs.org/journal/acscii,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],CCCCCCCCC=CCCCCCCCC(=O)O
0,0,1,0,0,choline chloride,o-cresol,0.125,0.875,293.15,34.8,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC=CC=C1O
0,0,0,0,1,ethylamine hydrochloride,urea,0.667,0.333,353.2,34.8,10.1021/acs.jced.9b00250,CCN.Cl,C(=O)(N)N
0,0,0,0,1,ethylamine hydrochloride,urea,0.5,0.5,353.2,34.8,10.1021/acs.jced.9b00255,CCN.Cl,C(=O)(N)N
0,0,1,0,0,tetrapropylammonium chloride,ethanolamine,0.2,0.8,308.15,34.85,10.1039/C6NJ03140D,CCC[N+](CCC)(CCC)CCC.[Cl-],C(CO)N
0,0,1,0,0,choline chloride,p-cresol,0.333,0.667,328.15,34.88,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O
0,0,1,0,0,tetrapropylammonium bromide,chloroacetic acid,0.333,0.667,318.15,34.88,10.1016/j.molliq.2021.118393,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(=O)O)Cl
0,0,0,0,1,dl-menthol,phenylacetic acid,0.5,0.5,308.15,34.89,http://pubs.acs.org/journal/acscii,CC1CCC(C(C1)O)C(C)C,C1=CC=C(C=C1)CC(=O)O
0,0,1,0,0,tetraethylammonium chloride,octanoic acid,0.3,0.7,308.15,34.89,http://pubs.acs.org/journal/acscii,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCC(=O)O
0,0,1,0,0,triethylmethylammonium chloride,acetic acid,0.333,0.667,318.15,34.89,10.1039/C6NJ03140D,CC[N+](C)(CC)CC.[Cl-],CC(=O)O
0,0,1,0,0,choline chloride,o-cresol,0.167,0.833,298.2,34.9,10.1021/je300997v,C[N+](C)(C)CCO.[Cl-],CC1=CC=CC=C1O
0,0,1,0,1,choline chloride,glycerol,0.076,0.152,303.15,34.9,10.1016/j.jiec.2022.04.015,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
0,0,1,0,1,choline chloride,phenol,0.16,0.64,293.15,34.95,10.1016/j.fluid.2021.113290,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
0,0,1,0,0,choline chloride,dl-lactic acid,0.5,0.5,333,35,10.1016/j.fluid.2019.01.025,C[N+](C)(C)CCO.[Cl-],CC(C(=O)O)O
0,0,1,0,0,choline chloride,"1,4-butanediol",0.2,0.8,311.15,35,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
0,0,0,0,1,lidocaine,thymol,0.5,0.5,313.15,35,http://pubs.acs.org/journal/acscii,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CC1=CC(=C(C=C1)C(C)C)O
0,0,0,0,1,l-menthol,caprylic acid,0.7,0.3,288.15,35.03,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
0,0,1,0,0,benzyltrimethylammonium chloride,glycerol,0.333,0.667,328.15,35.04,10.1039/C6NJ03140D,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
0,0,1,0,0,tetrahexylammonium bromide,ethylene glycol,0.333,0.667,333.15,35.1,http://pubs.acs.org/journal/acscii,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O
0,0,1,0,0,tetrabutylammonium bromide,chloroacetic acid,0.333,0.667,333.15,35.14,10.1016/j.molliq.2021.118393,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(C(=O)O)Cl
0,0,1,0,0,choline chloride,phenol,0.25,0.75,303.2,35.17,10.1021/je300997v,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
0,0,1,0,0,choline chloride,phenol,0.25,0.75,303.15,35.2,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
0,0,1,0,0,tris(beta-hydroxyethyl)methylammonium chloride,ethylene glycol,0.333,0.667,328.15,35.22,10.1016/j.molliq.2023.121216,C[N+](CCO)(CCO)CCO.[Cl-],C(CO)O
0,0,1,0,0,allyl triphenyl phosphonium bromide,triethylene glycol,0.059,0.941,308.15,35.26,10.1016/j.molliq.2017.06.024,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
0,0,1,0,0,allyltriphenylphosphonium bromide,triethylene glycol,0.059,0.941,308.15,35.26,10.1016/j.molliq.2017.06.024,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
0,0,1,0,0,choline chloride,phenylacetic acid,0.2,0.8,328.15,35.3,10.1002/ceat.201600475,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)CC(=O)O
0,0,0,0,1,alpha-terpineol,thymol,0.5,0.5,298.15,35.4,10.1016/j.foodchem.2021.131930,CC1=CCC(CC1)C(C)(C)O,CC1=CC(=C(C=C1)C(C)C)O
0,0,1,0,0,choline chloride,p-chlorophenol,0.55,0.45,323.15,35.45,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC=C1O)Cl
0,0,1,0,0,choline chloride,p-cresol,0.1,0.9,293.15,35.46,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O
0,0,1,0,1,guanidinecarbonate,dl-malic acid,0.16,0.08,323.2,35.5,10.1021/acs.jced.6b00680,C(=N)(N)N.C(=N)(N)N.C(=O)(O)O,C(C(C(=O)O)O)C(=O)O
0,0,0,0,1,l-menthol,3-cyclohexylpropanoic acid,0.6,0.4,298.15,35.51,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,C1CCC(CC1)CCC(=O)O
0,0,1,0,0,choline chloride,m-cresol,0.143,0.857,298.15,35.59,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC(=CC=C1)O
0,0,0,0,1,l-carnitine,ethanediol,0.167,0.833,323.2,35.6,10.1016/j.jct.2022.106999,C[N+](C)(C)CC(CC(=O)[O-])O,C(CO)O
0,0,1,0,0,choline chloride,p-cresol,0.143,0.857,298.15,35.62,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O
0,0,1,0,0,acetylcholine chloride,imidazole,0.25,0.75,343.15,35.77,10.1021/acs.iecr.7b02478,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1
0,0,1,0,0,acetylcholine chloride,imidazole,0.45,0.55,343.15,35.77,http://pubs.acs.org/journal/acscii,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1
0,0,0,0,1,l-menthol,cyclohexylacetic acid,0.29,0.71,293.15,35.77,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,C1CCC(CC1)CC(=O)O
0,0,0,0,1,ethylamine hydrochloride,acetamide,0.5,0.5,333.2,35.8,10.1016/j.jct.2019.105883,CCN.Cl,CC(=O)N
0,0,1,0,1,choline chloride,glycerol,0.199,0.399,313.15,35.82,10.1016/j.fluid.2014.01.028,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
0,0,1,0,0,choline chloride,"1,2-propanediol",0.25,0.75,313.15,35.89,10.1021/acs.jced.0c00715,C[N+](C)(C)CCO.[Cl-],CC(CO)O
0,0,1,0,0,benzyltriphenylphosphonium chloride,ethylene glycol,0.25,0.75,368.15,35.9,10.1021/je100104v,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(CO)O
0,0,1,0,0,tetrabutylammonium chloride,ethylene glycol,0.333,0.667,318.15,35.9,http://pubs.acs.org/journal/acscii,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
0,0,0,0,1,l-menthol,caprylic acid,0.6,0.4,283.15,35.97,10.1021/acssuschemeng.8b01203,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
0,0,0,0,1,l-menthol,octanoic acid,0.6,0.4,283.15,35.97,http://pubs.acs.org/journal/acscii,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
0,0,1,0,0,choline chloride,"1,4-butanediol",0.05,0.95,307.15,36,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
0,0,1,0,0,choline chloride,"1,4-butanediol",0.1,0.9,307.15,36,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
0,0,1,0,0,choline chloride,"1,2-butanediol",0.1,0.9,301.15,36,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
0,0,1,0,0,choline chloride,"1,2-butanediol",0.15,0.85,303.15,36,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
